"";"ensembl_transcript_id_version";"ensembl_gene_id"
"4334";"ENSDART00000157482.2";"ENSDARG00000103595"
"4335";"ENSDART00000157564.2";"ENSDARG00000103607"
"4336";"ENSDART00000157978.2";"ENSDARG00000104111"
"4337";"ENSDART00000158059.2";"ENSDARG00000101323"
"4338";"ENSDART00000158060.2";"ENSDARG00000102565"
"4339";"ENSDART00000158688.2";"ENSDARG00000062727"
"4340";"ENSDART00000158960.2";"ENSDARG00000061479"
"4341";"ENSDART00000159285.2";"ENSDARG00000101652"
"4342";"ENSDART00000159315.2";"ENSDARG00000101320"
"4343";"ENSDART00000159545.2";"ENSDARG00000101323"
"4344";"ENSDART00000159783.2";"ENSDARG00000010042"
"4345";"ENSDART00000159848.2";"ENSDARG00000101181"
"4346";"ENSDART00000159895.2";"ENSDARG00000098201"
"4347";"ENSDART00000159962.3";"ENSDARG00000105775"
"4348";"ENSDART00000160367.2";"ENSDARG00000062973"
"4349";"ENSDART00000160531.2";"ENSDARG00000105293"
"4350";"ENSDART00000160555.2";"ENSDARG00000000189"
"4351";"ENSDART00000160910.2";"ENSDARG00000028541"
"4352";"ENSDART00000161329.2";"ENSDARG00000024874"
"4353";"ENSDART00000161812.3";"ENSDARG00000104540"
"4354";"ENSDART00000162343.2";"ENSDARG00000101632"
"4355";"ENSDART00000162743.2";"ENSDARG00000101652"
"4356";"ENSDART00000162785.2";"ENSDARG00000100822"
"4357";"ENSDART00000163678.2";"ENSDARG00000098201"
"4358";"ENSDART00000163754.2";"ENSDARG00000098201"
"4359";"ENSDART00000163845.2";"ENSDARG00000053484"
"4360";"ENSDART00000163855.2";"ENSDARG00000014946"
"4361";"ENSDART00000163932.2";"ENSDARG00000100164"
"4362";"ENSDART00000164104.2";"ENSDARG00000101652"
"4363";"ENSDART00000164146.2";"ENSDARG00000104028"
"4364";"ENSDART00000164175.2";"ENSDARG00000103143"
"4365";"ENSDART00000164346.2";"ENSDARG00000005485"
"4366";"ENSDART00000164373.2";"ENSDARG00000104028"
"4367";"ENSDART00000164825.2";"ENSDARG00000100164"
"4368";"ENSDART00000165033.2";"ENSDARG00000105293"
"4369";"ENSDART00000165179.2";"ENSDARG00000024874"
"4370";"ENSDART00000165425.2";"ENSDARG00000011855"
"4371";"ENSDART00000165569.2";"ENSDARG00000062973"
"4372";"ENSDART00000165833.2";"ENSDARG00000099748"
"4373";"ENSDART00000165936.2";"ENSDARG00000014746"
"4374";"ENSDART00000166379.2";"ENSDARG00000062977"
"4375";"ENSDART00000166708.2";"ENSDARG00000101794"
"4376";"ENSDART00000166989.2";"ENSDARG00000104710"
"4377";"ENSDART00000167145.2";"ENSDARG00000031496"
"4378";"ENSDART00000167157.2";"ENSDARG00000100261"
"4379";"ENSDART00000167369.2";"ENSDARG00000102606"
"4380";"ENSDART00000167849.2";"ENSDARG00000099748"
"4381";"ENSDART00000167859.2";"ENSDARG00000039093"
"4382";"ENSDART00000167878.2";"ENSDARG00000103470"
"4383";"ENSDART00000167974.2";"ENSDARG00000099705"
"4384";"ENSDART00000168493.2";"ENSDARG00000031049"
"4385";"ENSDART00000168672.2";"ENSDARG00000105293"
"4386";"ENSDART00000168921.3";"ENSDARG00000077165"
"4387";"ENSDART00000168972.2";"ENSDARG00000011233"
"4388";"ENSDART00000169429.2";"ENSDARG00000098064"
"4389";"ENSDART00000169474.2";"ENSDARG00000098201"
"4390";"ENSDART00000169821.2";"ENSDARG00000104540"
"4391";"ENSDART00000170050.2";"ENSDARG00000104903"
"4392";"ENSDART00000170061.2";"ENSDARG00000101181"
"4393";"ENSDART00000170079.2";"ENSDARG00000099705"
"4394";"ENSDART00000170272.2";"ENSDARG00000074316"
"4395";"ENSDART00000170389.2";"ENSDARG00000103607"
"4396";"ENSDART00000170853.2";"ENSDARG00000101652"
"4397";"ENSDART00000171008.2";"ENSDARG00000074813"
"4398";"ENSDART00000171328.2";"ENSDARG00000099600"
"4399";"ENSDART00000171459.2";"ENSDARG00000104811"
"4400";"ENSDART00000171565.2";"ENSDARG00000036235"
"4401";"ENSDART00000171627.2";"ENSDARG00000102727"
"4402";"ENSDART00000171904.2";"ENSDARG00000005485"
"4403";"ENSDART00000172098.2";"ENSDARG00000014946"
"4404";"ENSDART00000172099.2";"ENSDARG00000104028"
"4405";"ENSDART00000172509.2";"ENSDARG00000099705"
"4406";"ENSDART00000172961.2";"ENSDARG00000075203"
"4407";"ENSDART00000173098.2";"ENSDARG00000105394"
"4408";"ENSDART00000173349.2";"ENSDARG00000105418"
"4409";"ENSDART00000173413.2";"ENSDARG00000105340"
"4410";"ENSDART00000173462.2";"ENSDARG00000036040"
"4411";"ENSDART00000173496.2";"ENSDARG00000091111"
"4412";"ENSDART00000173584.2";"ENSDARG00000074813"
"4413";"ENSDART00000173607.2";"ENSDARG00000077644"
"4414";"ENSDART00000173639.2";"ENSDARG00000051768"
"4415";"ENSDART00000173669.2";"ENSDARG00000036040"
"4416";"ENSDART00000173784.2";"ENSDARG00000051768"
"4417";"ENSDART00000173817.2";"ENSDARG00000051768"
"4418";"ENSDART00000173820.2";"ENSDARG00000091614"
"4419";"ENSDART00000173959.2";"ENSDARG00000051768"
"4420";"ENSDART00000173983.2";"ENSDARG00000091614"
"4421";"ENSDART00000174138.2";"ENSDARG00000100164"
"4422";"ENSDART00000174229.2";"ENSDARG00000105789"
"4423";"ENSDART00000174507.2";"ENSDARG00000024874"
"4424";"ENSDART00000175149.2";"ENSDARG00000053215"
"4425";"ENSDART00000177414.2";"ENSDARG00000087741"
"4426";"ENSDART00000177875.2";"ENSDARG00000087647"
"4427";"ENSDART00000179622.2";"ENSDARG00000069196"
"4428";"ENSDART00000179738.1";"ENSDARG00000058903"
"4429";"ENSDART00000179748.1";"ENSDARG00000059987"
"4430";"ENSDART00000180355.1";"ENSDARG00000056112"
"4431";"ENSDART00000180753.1";"ENSDARG00000062983"
"4432";"ENSDART00000181883.1";"ENSDARG00000074311"
"4433";"ENSDART00000181942.1";"ENSDARG00000088290"
"4434";"ENSDART00000182229.1";"ENSDARG00000102565"
"4435";"ENSDART00000182265.1";"ENSDARG00000090850"
"4436";"ENSDART00000182684.1";"ENSDARG00000057575"
"4437";"ENSDART00000182707.1";"ENSDARG00000044339"
"4438";"ENSDART00000182911.1";"ENSDARG00000103143"
"4439";"ENSDART00000183901.1";"ENSDARG00000094892"
"4440";"ENSDART00000184170.1";"ENSDARG00000056112"
"4441";"ENSDART00000184291.1";"ENSDARG00000014324"
"4442";"ENSDART00000184346.1";"ENSDARG00000075369"
"4443";"ENSDART00000184651.1";"ENSDARG00000038059"
"4444";"ENSDART00000185185.1";"ENSDARG00000054723"
"4445";"ENSDART00000185204.1";"ENSDARG00000062983"
"4446";"ENSDART00000185905.1";"ENSDARG00000062983"
"4447";"ENSDART00000185924.1";"ENSDARG00000051940"
"4448";"ENSDART00000186077.1";"ENSDARG00000011640"
"4449";"ENSDART00000186134.1";"ENSDARG00000024874"
"4450";"ENSDART00000186384.1";"ENSDARG00000014324"
"4451";"ENSDART00000187368.1";"ENSDARG00000087681"
"4452";"ENSDART00000187472.1";"ENSDARG00000069954"
"4453";"ENSDART00000188051.1";"ENSDARG00000076241"
"4454";"ENSDART00000188103.1";"ENSDARG00000074311"
"4455";"ENSDART00000188151.1";"ENSDARG00000101794"
"4456";"ENSDART00000188302.1";"ENSDARG00000087681"
"4457";"ENSDART00000188394.1";"ENSDARG00000003383"
"4458";"ENSDART00000188510.1";"ENSDARG00000033551"
"4459";"ENSDART00000188557.1";"ENSDARG00000051940"
"4460";"ENSDART00000188583.1";"ENSDARG00000101632"
"4461";"ENSDART00000188894.1";"ENSDARG00000024631"
"4462";"ENSDART00000189204.1";"ENSDARG00000024631"
"4463";"ENSDART00000189359.1";"ENSDARG00000071095"
"4464";"ENSDART00000189382.1";"ENSDARG00000028335"
"4465";"ENSDART00000189471.1";"ENSDARG00000054864"
"4466";"ENSDART00000189583.1";"ENSDARG00000077053"
"4467";"ENSDART00000189725.1";"ENSDARG00000046006"
"4468";"ENSDART00000190408.1";"ENSDARG00000024631"
"4469";"ENSDART00000191111.1";"ENSDARG00000051940"
"4470";"ENSDART00000191573.1";"ENSDARG00000014746"
"4471";"ENSDART00000191814.1";"ENSDARG00000051768"
"4472";"ENSDART00000191981.1";"ENSDARG00000025593"
"4473";"ENSDART00000192166.1";"ENSDARG00000102727"
"4474";"ENSDART00000192391.1";"ENSDARG00000062973"
"4475";"ENSDART00000192425.1";"ENSDARG00000101632"
"4476";"ENSDART00000192560.1";"ENSDARG00000076241"
"4477";"ENSDART00000193127.1";"ENSDARG00000059987"
"4478";"ENSDART00000193160.1";"ENSDARG00000092022"
"4479";"ENSDART00000193189.1";"ENSDARG00000054362"
"4480";"ENSDART00000193471.1";"ENSDARG00000024631"
"4481";"ENSDART00000193636.1";"ENSDARG00000022841"
"4482";"ENSDART00000193889.1";"ENSDARG00000038278"
"4483";"ENSDART00000001318.9";"ENSDARG00000033450"
"4484";"ENSDART00000003789.8";"ENSDARG00000018285"
"4485";"ENSDART00000004181.9";"ENSDARG00000017047"
"4486";"ENSDART00000004655.8";"ENSDARG00000017659"
"4487";"ENSDART00000004871.7";"ENSDARG00000006174"
"4488";"ENSDART00000005903.8";"ENSDARG00000009447"
"4489";"ENSDART00000011224.10";"ENSDARG00000002507"
"4490";"ENSDART00000012791.9";"ENSDARG00000011870"
"4491";"ENSDART00000014785.8";"ENSDARG00000010482"
"4492";"ENSDART00000016197.7";"ENSDARG00000013295"
"4493";"ENSDART00000016672.9";"ENSDARG00000056090"
"4494";"ENSDART00000018515.5";"ENSDARG00000003564"
"4495";"ENSDART00000018580.7";"ENSDARG00000007989"
"4496";"ENSDART00000019270.8";"ENSDARG00000011301"
"4497";"ENSDART00000019620.10";"ENSDARG00000021945"
"4498";"ENSDART00000020743.8";"ENSDARG00000112579"
"4499";"ENSDART00000020908.6";"ENSDARG00000015314"
"4500";"ENSDART00000022768.8";"ENSDARG00000012555"
"4501";"ENSDART00000022951.7";"ENSDARG00000017532"
"4502";"ENSDART00000023006.5";"ENSDARG00000018921"
"4503";"ENSDART00000024822.7";"ENSDARG00000016886"
"4504";"ENSDART00000026569.9";"ENSDARG00000015472"
"4505";"ENSDART00000026694.9";"ENSDARG00000017605"
"4506";"ENSDART00000026831.10";"ENSDARG00000017983"
"4507";"ENSDART00000026963.7";"ENSDARG00000016979"
"4508";"ENSDART00000028694.8";"ENSDARG00000023766"
"4509";"ENSDART00000029051.5";"ENSDARG00000039832"
"4510";"ENSDART00000029063.7";"ENSDARG00000024139"
"4511";"ENSDART00000029668.9";"ENSDARG00000007398"
"4512";"ENSDART00000029781.8";"ENSDARG00000028664"
"4513";"ENSDART00000031205.9";"ENSDARG00000006604"
"4514";"ENSDART00000033152.7";"ENSDARG00000058425"
"4515";"ENSDART00000033411.8";"ENSDARG00000027418"
"4516";"ENSDART00000033949.4";"ENSDARG00000024669"
"4517";"ENSDART00000034268.6";"ENSDARG00000026505"
"4518";"ENSDART00000035011.8";"ENSDARG00000027472"
"4519";"ENSDART00000035325.9";"ENSDARG00000022532"
"4520";"ENSDART00000035827.6";"ENSDARG00000005002"
"4521";"ENSDART00000036779.8";"ENSDARG00000006747"
"4522";"ENSDART00000039640.6";"ENSDARG00000029928"
"4523";"ENSDART00000039847.8";"ENSDARG00000033376"
"4524";"ENSDART00000044009.7";"ENSDARG00000030265"
"4525";"ENSDART00000046159.6";"ENSDARG00000032885"
"4526";"ENSDART00000048375.7";"ENSDARG00000030106"
"4527";"ENSDART00000048448.9";"ENSDARG00000031745"
"4528";"ENSDART00000049109.6";"ENSDARG00000031495"
"4529";"ENSDART00000049375.9";"ENSDARG00000034670"
"4530";"ENSDART00000051612.4";"ENSDARG00000035603"
"4531";"ENSDART00000051664.4";"ENSDARG00000035630"
"4532";"ENSDART00000052511.6";"ENSDARG00000036161"
"4533";"ENSDART00000054062.5";"ENSDARG00000037174"
"4534";"ENSDART00000054440.7";"ENSDARG00000037409"
"4535";"ENSDART00000054579.6";"ENSDARG00000062489"
"4536";"ENSDART00000055237.6";"ENSDARG00000037895"
"4537";"ENSDART00000055757.4";"ENSDARG00000038239"
"4538";"ENSDART00000056896.6";"ENSDARG00000038978"
"4539";"ENSDART00000057645.6";"ENSDARG00000039459"
"4540";"ENSDART00000059752.6";"ENSDARG00000040779"
"4541";"ENSDART00000061435.7";"ENSDARG00000041921"
"4542";"ENSDART00000061886.6";"ENSDARG00000042210"
"4543";"ENSDART00000061904.7";"ENSDARG00000042214"
"4544";"ENSDART00000062135.6";"ENSDARG00000042379"
"4545";"ENSDART00000062894.5";"ENSDARG00000042853"
"4546";"ENSDART00000063539.6";"ENSDARG00000043283"
"4547";"ENSDART00000065998.8";"ENSDARG00000074777"
"4548";"ENSDART00000067409.4";"ENSDARG00000045864"
"4549";"ENSDART00000074873.4";"ENSDARG00000052928"
"4550";"ENSDART00000075230.7";"ENSDARG00000053222"
"4551";"ENSDART00000075676.7";"ENSDARG00000036460"
"4552";"ENSDART00000077122.6";"ENSDARG00000054847"
"4553";"ENSDART00000077631.4";"ENSDARG00000055291"
"4554";"ENSDART00000077895.4";"ENSDARG00000055524"
"4555";"ENSDART00000078053.4";"ENSDARG00000068404"
"4556";"ENSDART00000078509.6";"ENSDARG00000056090"
"4557";"ENSDART00000079064.5";"ENSDARG00000056550"
"4558";"ENSDART00000079390.6";"ENSDARG00000056832"
"4559";"ENSDART00000079842.5";"ENSDARG00000057234"
"4560";"ENSDART00000080173.6";"ENSDARG00000057484"
"4561";"ENSDART00000081158.5";"ENSDARG00000058302"
"4562";"ENSDART00000081945.4";"ENSDARG00000058962"
"4563";"ENSDART00000083063.6";"ENSDARG00000019930"
"4564";"ENSDART00000084061.7";"ENSDARG00000060006"
"4565";"ENSDART00000086935.7";"ENSDARG00000055839"
"4566";"ENSDART00000090065.6";"ENSDARG00000074921"
"4567";"ENSDART00000090855.5";"ENSDARG00000062686"
"4568";"ENSDART00000091567.6";"ENSDARG00000062956"
"4569";"ENSDART00000097528.6";"ENSDARG00000005186"
"4570";"ENSDART00000099810.4";"ENSDARG00000068910"
"4571";"ENSDART00000099943.5";"ENSDARG00000043781"
"4572";"ENSDART00000100322.5";"ENSDARG00000069117"
"4573";"ENSDART00000100693.6";"ENSDARG00000069292"
"4574";"ENSDART00000100714.5";"ENSDARG00000069292"
"4575";"ENSDART00000100717.5";"ENSDARG00000069292"
"4576";"ENSDART00000101671.5";"ENSDARG00000009315"
"4577";"ENSDART00000101898.7";"ENSDARG00000069815"
"4578";"ENSDART00000101974.4";"ENSDARG00000032866"
"4579";"ENSDART00000102904.5";"ENSDARG00000008075"
"4580";"ENSDART00000103549.5";"ENSDARG00000008034"
"4581";"ENSDART00000104042.4";"ENSDARG00000055481"
"4582";"ENSDART00000104107.5";"ENSDARG00000070714"
"4583";"ENSDART00000104607.6";"ENSDARG00000070952"
"4584";"ENSDART00000104667.5";"ENSDARG00000043858"
"4585";"ENSDART00000105146.4";"ENSDARG00000036912"
"4586";"ENSDART00000105800.3";"ENSDARG00000033450"
"4587";"ENSDART00000106074.5";"ENSDARG00000037292"
"4588";"ENSDART00000106198.5";"ENSDARG00000071697"
"4589";"ENSDART00000106212.5";"ENSDARG00000071697"
"4590";"ENSDART00000109083.5";"ENSDARG00000058962"
"4591";"ENSDART00000109195.4";"ENSDARG00000006396"
"4592";"ENSDART00000109752.4";"ENSDARG00000075954"
"4593";"ENSDART00000109790.5";"ENSDARG00000006566"
"4594";"ENSDART00000110270.4";"ENSDARG00000037109"
"4595";"ENSDART00000110272.4";"ENSDARG00000075905"
"4596";"ENSDART00000110735.3";"ENSDARG00000093498"
"4597";"ENSDART00000110743.5";"ENSDARG00000069815"
"4598";"ENSDART00000111019.4";"ENSDARG00000077653"
"4599";"ENSDART00000111214.4";"ENSDARG00000077119"
"4600";"ENSDART00000111877.4";"ENSDARG00000078654"
"4601";"ENSDART00000112460.3";"ENSDARG00000076991"
"4602";"ENSDART00000112771.5";"ENSDARG00000076755"
"4603";"ENSDART00000113384.4";"ENSDARG00000078352"
"4604";"ENSDART00000113644.4";"ENSDARG00000074471"
"4605";"ENSDART00000113656.5";"ENSDARG00000076004"
"4606";"ENSDART00000113795.4";"ENSDARG00000077982"
"4607";"ENSDART00000113797.5";"ENSDARG00000077101"
"4608";"ENSDART00000113945.4";"ENSDARG00000017983"
"4609";"ENSDART00000114043.4";"ENSDARG00000076004"
"4610";"ENSDART00000114053.4";"ENSDARG00000077606"
"4611";"ENSDART00000114293.4";"ENSDARG00000076853"
"4612";"ENSDART00000114876.5";"ENSDARG00000063169"
"4613";"ENSDART00000115046.4";"ENSDARG00000054847"
"4614";"ENSDART00000115290.4";"ENSDARG00000076480"
"4615";"ENSDART00000115298.3";"ENSDARG00000076657"
"4616";"ENSDART00000121488.3";"ENSDARG00000058692"
"4617";"ENSDART00000122041.3";"ENSDARG00000006396"
"4618";"ENSDART00000122187.3";"ENSDARG00000089477"
"4619";"ENSDART00000122407.3";"ENSDARG00000087554"
"4620";"ENSDART00000122657.3";"ENSDARG00000091419"
"4621";"ENSDART00000123623.3";"ENSDARG00000090041"
"4622";"ENSDART00000123950.4";"ENSDARG00000077377"
"4623";"ENSDART00000124629.3";"ENSDARG00000033450"
"4624";"ENSDART00000124647.4";"ENSDARG00000002728"
"4625";"ENSDART00000125411.3";"ENSDARG00000091573"
"4626";"ENSDART00000125638.5";"ENSDARG00000092060"
"4627";"ENSDART00000125986.3";"ENSDARG00000055339"
"4628";"ENSDART00000126277.4";"ENSDARG00000042839"
"4629";"ENSDART00000127214.4";"ENSDARG00000020447"
"4630";"ENSDART00000127243.3";"ENSDARG00000076132"
"4631";"ENSDART00000127974.4";"ENSDARG00000007398"
"4632";"ENSDART00000128684.3";"ENSDARG00000091555"
"4633";"ENSDART00000130208.3";"ENSDARG00000077119"
"4634";"ENSDART00000130604.3";"ENSDARG00000054827"
"4635";"ENSDART00000130876.3";"ENSDARG00000029928"
"4636";"ENSDART00000131295.4";"ENSDARG00000020527"
"4637";"ENSDART00000131603.3";"ENSDARG00000094820"
"4638";"ENSDART00000131675.3";"ENSDARG00000089477"
"4639";"ENSDART00000131907.2";"ENSDARG00000005002"
"4640";"ENSDART00000131946.2";"ENSDARG00000043858"
"4641";"ENSDART00000131957.2";"ENSDARG00000040332"
"4642";"ENSDART00000132068.2";"ENSDARG00000077119"
"4643";"ENSDART00000132098.2";"ENSDARG00000078654"
"4644";"ENSDART00000132179.3";"ENSDARG00000007988"
"4645";"ENSDART00000132185.2";"ENSDARG00000078654"
"4646";"ENSDART00000132385.2";"ENSDARG00000058962"
"4647";"ENSDART00000132389.2";"ENSDARG00000077026"
"4648";"ENSDART00000132426.3";"ENSDARG00000030106"
"4649";"ENSDART00000132434.3";"ENSDARG00000028664"
"4650";"ENSDART00000132443.2";"ENSDARG00000077119"
"4651";"ENSDART00000132577.2";"ENSDARG00000068404"
"4652";"ENSDART00000132645.3";"ENSDARG00000038855"
"4653";"ENSDART00000132753.2";"ENSDARG00000057484"
"4654";"ENSDART00000132755.2";"ENSDARG00000091902"
"4655";"ENSDART00000132812.2";"ENSDARG00000063169"
"4656";"ENSDART00000133219.2";"ENSDARG00000041921"
"4657";"ENSDART00000133427.2";"ENSDARG00000020447"
"4658";"ENSDART00000133468.2";"ENSDARG00000042853"
"4659";"ENSDART00000133700.2";"ENSDARG00000009447"
"4660";"ENSDART00000133735.2";"ENSDARG00000070624"
"4661";"ENSDART00000133763.2";"ENSDARG00000093044"
"4662";"ENSDART00000133974.3";"ENSDARG00000095800"
"4663";"ENSDART00000134217.2";"ENSDARG00000095025"
"4664";"ENSDART00000134686.2";"ENSDARG00000042853"
"4665";"ENSDART00000134747.2";"ENSDARG00000057234"
"4666";"ENSDART00000134816.2";"ENSDARG00000013295"
"4667";"ENSDART00000134827.3";"ENSDARG00000042214"
"4668";"ENSDART00000134954.3";"ENSDARG00000077119"
"4669";"ENSDART00000135065.2";"ENSDARG00000009447"
"4670";"ENSDART00000135193.3";"ENSDARG00000089477"
"4671";"ENSDART00000135243.2";"ENSDARG00000076755"
"4672";"ENSDART00000135396.3";"ENSDARG00000070952"
"4673";"ENSDART00000135444.2";"ENSDARG00000068404"
"4674";"ENSDART00000135445.2";"ENSDARG00000042853"
"4675";"ENSDART00000135703.2";"ENSDARG00000041921"
"4676";"ENSDART00000135725.2";"ENSDARG00000033376"
"4677";"ENSDART00000135743.2";"ENSDARG00000079075"
"4678";"ENSDART00000135907.3";"ENSDARG00000071697"
"4679";"ENSDART00000135920.2";"ENSDARG00000062489"
"4680";"ENSDART00000136042.2";"ENSDARG00000055291"
"4681";"ENSDART00000136076.3";"ENSDARG00000055481"
"4682";"ENSDART00000136195.4";"ENSDARG00000093312"
"4683";"ENSDART00000136278.3";"ENSDARG00000057484"
"4684";"ENSDART00000136377.3";"ENSDARG00000092033"
"4685";"ENSDART00000136480.4";"ENSDARG00000020527"
"4686";"ENSDART00000136500.2";"ENSDARG00000071697"
"4687";"ENSDART00000136696.2";"ENSDARG00000089477"
"4688";"ENSDART00000136838.2";"ENSDARG00000020447"
"4689";"ENSDART00000136841.2";"ENSDARG00000057975"
"4690";"ENSDART00000137332.3";"ENSDARG00000089477"
"4691";"ENSDART00000137464.2";"ENSDARG00000057484"
"4692";"ENSDART00000137807.3";"ENSDARG00000052928"
"4693";"ENSDART00000137855.4";"ENSDARG00000093999"
"4694";"ENSDART00000137889.2";"ENSDARG00000074777"
"4695";"ENSDART00000138125.2";"ENSDARG00000068168"
"4696";"ENSDART00000138221.2";"ENSDARG00000045864"
"4697";"ENSDART00000138279.2";"ENSDARG00000057234"
"4698";"ENSDART00000138483.2";"ENSDARG00000095174"
"4699";"ENSDART00000138695.3";"ENSDARG00000074777"
"4700";"ENSDART00000138723.3";"ENSDARG00000089477"
"4701";"ENSDART00000138785.3";"ENSDARG00000092033"
"4702";"ENSDART00000138867.2";"ENSDARG00000076755"
"4703";"ENSDART00000138916.2";"ENSDARG00000094820"
"4704";"ENSDART00000138934.2";"ENSDARG00000069117"
"4705";"ENSDART00000139063.3";"ENSDARG00000091902"
"4706";"ENSDART00000139209.3";"ENSDARG00000029928"
"4707";"ENSDART00000139346.2";"ENSDARG00000010482"
"4708";"ENSDART00000139532.2";"ENSDARG00000031495"
"4709";"ENSDART00000139687.3";"ENSDARG00000077119"
"4710";"ENSDART00000139856.2";"ENSDARG00000057234"
"4711";"ENSDART00000139859.3";"ENSDARG00000002507"
"4712";"ENSDART00000140022.3";"ENSDARG00000056832"
"4713";"ENSDART00000140230.2";"ENSDARG00000017489"
"4714";"ENSDART00000140232.3";"ENSDARG00000077119"
"4715";"ENSDART00000140319.3";"ENSDARG00000092061"
"4716";"ENSDART00000140388.2";"ENSDARG00000076480"
"4717";"ENSDART00000140477.2";"ENSDARG00000076480"
"4718";"ENSDART00000140550.2";"ENSDARG00000057484"
"4719";"ENSDART00000140652.2";"ENSDARG00000092916"
"4720";"ENSDART00000140767.4";"ENSDARG00000091902"
"4721";"ENSDART00000140947.2";"ENSDARG00000078654"
"4722";"ENSDART00000140954.2";"ENSDARG00000045765"
"4723";"ENSDART00000141078.2";"ENSDARG00000076004"
"4724";"ENSDART00000141136.3";"ENSDARG00000093591"
"4725";"ENSDART00000141487.3";"ENSDARG00000006604"
"4726";"ENSDART00000141523.2";"ENSDARG00000056832"
"4727";"ENSDART00000141539.2";"ENSDARG00000092677"
"4728";"ENSDART00000141641.2";"ENSDARG00000031495"
"4729";"ENSDART00000141803.2";"ENSDARG00000092677"
"4730";"ENSDART00000142035.2";"ENSDARG00000040332"
"4731";"ENSDART00000142247.3";"ENSDARG00000092916"
"4732";"ENSDART00000142273.2";"ENSDARG00000007988"
"4733";"ENSDART00000142321.2";"ENSDARG00000010482"
"4734";"ENSDART00000142584.2";"ENSDARG00000062824"
"4735";"ENSDART00000142697.3";"ENSDARG00000092061"
"4736";"ENSDART00000142753.3";"ENSDARG00000077653"
"4737";"ENSDART00000142866.2";"ENSDARG00000042214"
"4738";"ENSDART00000142904.2";"ENSDARG00000020447"
"4739";"ENSDART00000143047.2";"ENSDARG00000028664"
"4740";"ENSDART00000143121.3";"ENSDARG00000078654"
"4741";"ENSDART00000143337.3";"ENSDARG00000089477"
"4742";"ENSDART00000143377.3";"ENSDARG00000020527"
"4743";"ENSDART00000143381.3";"ENSDARG00000105798"
"4744";"ENSDART00000143495.3";"ENSDARG00000093999"
"4745";"ENSDART00000143523.2";"ENSDARG00000078654"
"4746";"ENSDART00000143671.3";"ENSDARG00000077119"
"4747";"ENSDART00000143777.4";"ENSDARG00000093312"
"4748";"ENSDART00000143790.3";"ENSDARG00000089477"
"4749";"ENSDART00000143800.2";"ENSDARG00000055839"
"4750";"ENSDART00000143863.2";"ENSDARG00000037109"
"4751";"ENSDART00000144038.2";"ENSDARG00000056832"
"4752";"ENSDART00000144282.2";"ENSDARG00000079473"
"4753";"ENSDART00000144324.2";"ENSDARG00000062489"
"4754";"ENSDART00000144361.4";"ENSDARG00000074777"
"4755";"ENSDART00000144387.2";"ENSDARG00000027472"
"4756";"ENSDART00000144736.3";"ENSDARG00000071697"
"4757";"ENSDART00000144813.3";"ENSDARG00000062489"
"4758";"ENSDART00000145053.2";"ENSDARG00000037409"
"4759";"ENSDART00000145501.3";"ENSDARG00000078654"
"4760";"ENSDART00000145609.2";"ENSDARG00000062489"
"4761";"ENSDART00000146065.4";"ENSDARG00000063169"
"4762";"ENSDART00000146179.2";"ENSDARG00000006174"
"4763";"ENSDART00000146268.2";"ENSDARG00000020447"
"4764";"ENSDART00000146446.3";"ENSDARG00000057484"
"4765";"ENSDART00000146576.3";"ENSDARG00000060006"
"4766";"ENSDART00000146839.2";"ENSDARG00000017605"
"4767";"ENSDART00000147098.3";"ENSDARG00000077119"
"4768";"ENSDART00000147172.2";"ENSDARG00000043084"
"4769";"ENSDART00000147467.3";"ENSDARG00000042214"
"4770";"ENSDART00000147484.2";"ENSDARG00000015314"
"4771";"ENSDART00000147593.3";"ENSDARG00000006604"
"4772";"ENSDART00000147626.2";"ENSDARG00000007988"
"4773";"ENSDART00000147773.3";"ENSDARG00000089477"
"4774";"ENSDART00000147820.2";"ENSDARG00000077119"
"4775";"ENSDART00000147902.3";"ENSDARG00000062686"
"4776";"ENSDART00000147934.2";"ENSDARG00000017489"
"4777";"ENSDART00000147990.2";"ENSDARG00000038938"
"4778";"ENSDART00000148204.3";"ENSDARG00000071697"
"4779";"ENSDART00000148527.3";"ENSDARG00000005186"
"4780";"ENSDART00000148528.2";"ENSDARG00000058342"
"4781";"ENSDART00000148572.2";"ENSDARG00000053222"
"4782";"ENSDART00000148790.3";"ENSDARG00000053222"
"4783";"ENSDART00000148826.2";"ENSDARG00000038938"
"4784";"ENSDART00000148917.3";"ENSDARG00000053222"
"4785";"ENSDART00000149080.3";"ENSDARG00000053222"
"4786";"ENSDART00000149144.4";"ENSDARG00000022532"
"4787";"ENSDART00000149300.2";"ENSDARG00000077377"
"4788";"ENSDART00000149460.3";"ENSDARG00000077982"
"4789";"ENSDART00000149640.2";"ENSDARG00000032553"
"4790";"ENSDART00000149809.2";"ENSDARG00000053222"
"4791";"ENSDART00000150063.2";"ENSDARG00000032553"
"4792";"ENSDART00000150211.2";"ENSDARG00000077982"
"4793";"ENSDART00000150516.2";"ENSDARG00000016979"
"4794";"ENSDART00000150544.2";"ENSDARG00000096012"
"4795";"ENSDART00000150768.2";"ENSDARG00000016979"
"4796";"ENSDART00000151128.2";"ENSDARG00000096239"
"4797";"ENSDART00000151714.2";"ENSDARG00000071086"
"4798";"ENSDART00000152402.2";"ENSDARG00000090977"
